195,164,133,112,97,79,67,58,53,47,40,34,36,32,30,27,23,22,21,26,24,19,22,18,22,19,18,22,23,18,22,18,18,19,19,18,22,19,21,18,17,17,16,17,21,20,19,20,16,20,20,15,20,16,20,19,14,19,15,21,16,18,20,19,19,18,17,14,20,16,18,16,16,16,16,19,15,20,19,18,14,18,18,19,15,16,15,17,17,21,18,16,19,15,20,19,20,19,16,19,16,17,17,16,14,19,16,16,20,20,15,16,17,17,20,21,16,16,20,16,16,19,16,21,17,19,19,19,19,18,15,21,21,19,16,15,16,20,16,19,19,19,19,19,18,14,15,21,20,16,14,17,19,20,19,19,14,19,16,15,16,19,20,15,18,19,14,18,21,17,16,16,20,19,19,18,18,15,16,18,16,14,19,16,20,16,18,16,20,21,15,16,17,16,19,19,18,18,15,18,18,14,20,20,16,16,20,19,16,16,16,19,16,15,18,20,18,19,18,21,18,17,20,21,20,19,20,16,16,20,15,20,19,16,19,19,15,19,16,19,16,16,19,15,21,19,16,18,14,20,18,19,18,15,20,20
192,161,133,113,98,83,72,62,53,42,43,34,35,31,32,28,26,23,22,22,26,20,23,20,23,22,21,21,23,18,16,20,21,20,20,18,19,20,20,16,15,19,18,20,20,15,19,19,16,20,15,16,16,16,20,14,14,22,20,17,17,19,19,16,15,18,17,14,14,16,15,20,20,19,14,17,19,16,16,15,15,16,17,21,17,15,17,20,16,20,16,16,16,20,16,16,16,16,17,21,17,15,17,20,21,20,19,16,15,22,20,20,20,20,15,21,20,19,17,17,20,20,16,16,20,20,20,20,19,15,18,16,16,16,16,19,20,21,17,21,17,17,16,20,20,18,14,20,16,20,15,19,16,16,16,18,16,16,16,14,19,15,16,16,16,19,19,17,18,19,17,16,12,13,18,14,20,20,15,16,18,14,17,21,16,20,16,16,19,20,15,18,20,19,15,16,16,20,20,19,20,20,14,20,16,16,17,18,21,16,16,16,17,20,18,17,20,17,16,20,17,16,21,20,20,20,16,16,16,16,15,21,22,17,18,20,20,20,16,16,19,19,19,15,19,16,15,21,17,19,14,15,17,20,16,16
196,165,134,114,99,80,67,64,50,48,40,39,34,32,25,27,22,26,25,24,20,19,19,18,18,22,23,23,20,21,21,18,20,16,16,16,20,15,21,16,16,16,16,16,14,16,21,16,20,16,20,16,16,16,15,17,20,16,14,17,16,19,15,16,19,19,18,19,18,17,17,13,19,18,19,19,19,18,17,18,18,16,14,19,14,16,18,20,16,19,15,20,16,19,15,20,20,16,20,16,15,21,18,22,18,20,17,16,18,18,17,18,17,20,19,15,20,17,20,20,19,16,20,20,15,16,17,21,16,21,20,16,20,20,15,17,20,15,20,20,18,19,15,19,20,16,16,16,14,15,20,16,19,20,14,20,19,15,20,13,15,19,19,18,15,16,18,20,18,15,20,19,20,16,14,16,16,20,20,18,18,15,16,16,21,18,17,17,19,15,21,21,16,16,19,19,21,18,19,19,20,19,15,19,19,16,15,21,16,20,18,15,22,19,16,21,20,16,18,15,18,20,16,17,18,21,22,21,19,17,17,21,20,19,17,20,20,16,18,18,18,16,16,15,15,17,20,17,19,18,16,16,16,19,19,16
199,168,138,112,95,80,72,62,51,45,42,39,35,27,31,28,22,22,23,26,25,25,20,20,23,19,18,19,22,19,23,18,22,21,21,21,20,20,19,18,16,15,20,21,16,19,19,19,20,15,17,19,19,19,15,20,16,20,19,20,16,19,16,19,21,20,13,15,20,17,20,15,17,21,21,20,15,16,17,20,20,18,20,22,21,16,16,16,17,16,17,17,21,22,21,17,21,20,17,17,21,17,19,21,21,16,17,20,16,18,18,18,23,18,20,22,23,19,22,17,21,20,16,21,20,16,14,17,17,20,20,19,16,14,20,20,20,16,19,16,19,19,19,19,14,15,17,17,16,20,19,18,14,16,16,16,15,17,16,15,20,20,15,18,20,15,21,19,20,16,19,18,19,15,20,16,20,20,19,19,16,19,16,16,16,16,20,20,20,16,16,19,17,19,20,20,16,19,19,17,19,16,16,16,15,17,21,17,17,17,17,21,20,20,17,17,20,20,20,20,19,20,19,18,20,18,15,20,15,20,20,20,16,15,16,19,19,18,15,20,19,14,16,20,15,22,20,20,16,15,18,19,16,17,19,15
197,168,135,119,99,79,72,64,52,44,39,35,32,33,26,24,23,24,22,25,24,23,19,19,23,18,22,21,17,19,18,22,22,21,21,20,15,16,21,21,15,17,16,16,21,16,17,16,19,19,15,21,19,16,19,18,19,19,15,19,18,16,19,16,17,15,17,20,20,16,20,19,16,16,20,16,17,16,21,20,17,16,20,16,17,21,15,18,18,22,18,20,23,18,18,23,19,23,23,18,23,22,22,18,18,23,23,20,17,18,17,21,18,18,17,19,20,18,21,19,21,17,19,17,19,20,16,16,19,19,19,19,18,19,15,19,18,15,19,19,15,19,20,14,21,15,19,21,19,20,20,16,15,19,18,15,22,14,19,16,17,21,20,18,16,16,16,18,21,16,16,17,16,20,16,17,20,16,16,18,21,17,16,20,21,18,19,21,16,17,19,21,22,20,16,16,20,16,18,16,20,17,18,21,18,21,18,16,21,21,21,20,16,14,18,18,18,19,18,21,18,22,18,18,18,18,21,18,22,21,18,17,21,17,21,16,19,19,15,20,15,18,19,16,16,15,17,17,20,20,19,19,19,15,16,15
202,167,140,118,95,87,70,62,57,45,40,37,32,32,29,28,22,25,20,20,20,24,18,19,22,19,17,17,17,20,17,21,19,17,13,16,18,19,14,15,20,19,16,16,20,16,15,17,20,20,18,18,18,15,20,20,14,20,14,18,22,20,18,17,17,15,20,19,16,20,16,19,16,14,21,19,16,18,21,16,20,22,22,20,20,20,19,20,20,16,20,16,17,18,16,16,16,21,16,20,16,20,21,19,16,19,19,15,16,19,18,20,16,15,20,16,20,16,20,16,15,19,19,15,20,19,16,16,20,15,19,20,15,22,18,20,20,18,16,19,15,16,19,15,17,21,17,19,16,14,17,19,17,18,15,18,21,21,21,19,19,17,16,16,18,17,20,17,16,20,16,17,17,16,17,21,20,16,18,17,18,21,22,22,17,19,22,17,19,22,22,18,18,20,17,18,18,19,19,20,22,18,18,21,17,18,22,22,22,18,18,19,18,18,21,19,22,17,17,21,20,17,20,19,19,19,19,15,19,16,16,17,20,16,17,16,16,16,19,17,14,16,16,16,19,16,16,19,19,16,16,19,16,19,16,18
195,160,137,113,94,77,66,59,52,42,37,36,32,28,23,25,21,22,26,20,20,23,19,23,20,19,18,22,18,18,22,23,18,19,18,18,21,18,19,21,17,21,16,20,18,19,20,15,20,19,15,20,20,15,16,17,20,19,16,18,16,16,19,19,14,20,21,16,16,20,19,16,17,16,19,16,16,16,20,16,20,16,19,15,16,16,17,16,15,21,17,18,16,21,19,21,21,17,20,19,19,14,19,15,20,15,16,20,19,19,16,20,14,16,17,20,20,20,20,19,16,15,20,20,18,16,15,16,17,19,19,17,16,18,14,19,18,19,14,17,18,14,19,16,13,18,18,18,14,15,20,18,16,19,19,17,20,20,19,15,20,20,15,19,16,15,17,20,21,16,19,16,20,18,15,20,16,20,19,19,18,19,15,19,16,20,16,15,17,20,15,17,17,21,16,21,20,15,21,19,19,19,16,19,18,15,20,19,15,20,20,21,19,17,16,18,15,19,17,16,19,17,20,15,16,16,19,19,20,15,17,16,16,15,21,20,19,16,16,14,16,18,20,17,19,17,16,16,16,18,19,20,17,15,19,16
196,160,132,115,96,80,65,57,48,46,37,35,32,25,27,27,24,21,22,21,17,19,15,16,17,16,16,14,20,16,19,15,16,16,15,20,16,19,14,20,19,18,18,15,20,18,16,12,15,19,19,13,13,19,15,16,16,19,15,19,21,14,15,16,20,19,15,15,20,16,17,16,19,16,20,16,14,18,19,19,14,19,16,13,18,14,17,12,17,13,18,13,17,17,14,16,18,18,18,16,15,16,20,15,16,20,18,18,14,19,14,14,18,15,16,16,19,18,14,20,20,18,16,13,15,16,16,16,15,16,17,13,14,16,16,19,15,16,16,16,19,16,17,14,20,16,14,15,17,20,16,18,16,15,18,15,14,18,13,19,15,18,16,14,15,19,20,18,17,18,15,15,20,19,16,20,14,19,19,16,19,13,14,18,15,18,16,16,16,11,17,13,17,14,18,18,13,15,18,15,18,18,14,14,20,18,16,17,16,13,17,14,14,19,16,19,18,14,16,15,20,20,20,15,16,16,17,14,15,16,19,15,19,15,16,15,14,16,15,16,16,16,13,19,18,15,18,14,15,21,21,20,14,16,19,16
194,158,135,113,93,82,66,60,52,43,37,34,30,29,25,23,22,26,24,23,19,19,23,18,18,16,17,17,17,18,19,19,18,19,17,13,14,15,16,19,16,19,18,14,18,14,18,16,20,15,19,15,16,16,13,13,18,19,14,16,16,18,17,18,12,17,18,15,15,15,15,18,14,16,19,18,18,14,18,17,18,18,18,17,15,12,18,13,17,13,18,15,15,16,18,18,19,14,19,14,15,15,19,19,14,19,15,16,16,19,19,18,13,19,16,11,14,14,16,16,13,13,15,19,14,15,16,16,16,16,15,15,16,20,16,20,14,17,17,18,18,18,13,18,17,15,18,19,19,14,18,18,14,20,13,13,16,15,17,19,17,18,14,18,15,16,19,14,15,13,16,15,19,19,18,19,14,20,16,13,18,18,15,16,13,17,17,19,14,14,17,15,16,19,13,16,15,16,20,14,19,19,15,20,18,18,16,14,16,17,13,16,14,18,14,15,19,19,15,14,14,20,15,15,15,16,14,19,16,17,14,16,15,20,15,13,15,18,15,16,13,20,14,15,18,14,16,16,19,13,14,19,15,17,18,18
192,163,132,114,96,77,67,60,49,42,41,37,28,27,29,29,26,24,20,18,18,22,18,16,19,19,19,19,14,16,16,14,20,15,15,19,16,15,16,16,15,16,16,19,18,18,14,16,15,16,16,16,19,15,16,19,15,21,19,14,17,16,19,14,19,15,17,20,18,14,19,19,16,17,12,18,14,14,15,18,20,20,15,19,18,15,20,15,20,13,19,14,16,14,15,16,15,17,17,18,14,15,20,16,15,16,16,16,14,19,19,15,20,13,18,14,16,16,13,13,16,19,19,16,18,16,15,16,16,20,17,16,19,18,20,16,19,12,18,14,20,19,16,13,14,19,18,13,12,18,14,16,19,14,15,15,17,20,19,13,15,20,20,15,19,19,16,15,17,14,19,17,18,17,12,14,18,14,14,14,16,19,17,14,15,15,21,19,15,19,19,15,16,13,13,18,18,17,13,14,16,16,16,14,14,15,16,20,18,14,15,20,19,16,14,19,20,19,14,14,20,16,14,16,19,19,19,14,19,13,18,19,14,18,14,16,16,16,20,16,19,18,14,15,16,15,16,16,18,14,19,20,14,18,17,16
